Txn Ref Number,Account Number,Date Time,Description,Withdrawals,Credit
TXN4003705,192139634,05-05-2025 04:09,Swiggy Instamart,250.91,
TXN4003706,635153307,21-08-2025 10:27,Insurance Premium,9483.81,
TXN4003707,924583611,18-08-2025 11:07,Insurance Premium,13794.27,
TXN4003708,578818953,25-10-2025 16:32,Restaurant Bill,1453.83,
TXN4003709,957129235,06-02-2025 22:54,Salary Deposit,,84781.67
TXN4003710,957129235,18-10-2025 11:07,Fuel Expense,930.62,
TXN4003711,578818953,21-04-2025 18:20,Fuel Expense,3991.22,
TXN4003712,560058708,17-08-2025 23:02,Interest Credit,,163.88
TXN4003713,560058708,11-10-2025 05:49,UPI Payment,2981.07,
TXN4003714,544914915,26-03-2025 01:36,Fuel Expense,1168.12,
TXN4003715,635153307,02-07-2025 17:50,Restaurant Bill,2033.68,
TXN4003716,560058708,11-05-2025 01:33,Interest Credit,,377.10
TXN4003717,573064860,15-01-2025 02:03,Grocery Purchase,4955.19,
TXN4003718,573064860,15-02-2025 05:47,Utility Bill - Electricity,2049.45,
TXN4003719,192139634,16-03-2025 11:48,Restaurant Bill,3248.75,
TXN4003720,560058708,19-07-2025 00:23,Interest Credit,,89.27
TXN4003721,560058708,08-05-2025 16:39,Fuel Expense,2426.11,
TXN4003722,544914915,15-09-2025 10:38,UPI Payment,2478.55,
TXN4003723,192139634,10-03-2025 12:40,ATM Withdrawal,9688.05,
TXN4003724,924583611,16-09-2025 10:25,UPI Payment,1784.24,
TXN4003725,544914915,26-06-2025 16:57,UPI Payment,1871.16,
TXN4003726,924583611,01-08-2025 06:20,Online Shopping - Amazon,2265.92,
TXN4003727,259331851,24-01-2025 19:39,Mutual Fund SIP,10390.63,
TXN4003728,560058708,14-02-2025 15:45,Restaurant Bill,746.25,
TXN4003729,305218736,01-08-2025 13:59,Freelance Payment,,8040.25
TXN4003730,578818953,09-04-2025 19:07,Fuel Expense,1502.34,
TXN4003731,544914915,10-08-2025 14:16,Investment Dividend,,9256.75
TXN4003732,259331851,16-07-2025 18:53,Swiggy Instamart,1676.93,
TXN4003733,635153307,18-01-2025 19:06,Investment Dividend,,6680.81
TXN4003734,560058708,13-06-2025 04:19,Freelance Payment,,19465.85
TXN4003735,957129235,02-09-2025 14:06,Freelance Payment,,18287.45
TXN4003736,635153307,03-05-2025 07:12,UPI Payment,1528.41,
TXN4003737,924583611,20-04-2025 09:34,Interest Credit,,486.25
TXN4003738,192139634,16-09-2025 20:58,Subscription Renewal,1418.81,
TXN4003739,305218736,28-06-2025 10:37,Insurance Premium,10038.00,
TXN4003740,635153307,29-10-2025 21:26,ATM Withdrawal,7422.16,
TXN4003741,560058708,20-02-2025 00:46,Fuel Expense,2505.06,
TXN4003742,544914915,26-10-2025 21:15,Grocery Purchase,2094.02,
TXN4003743,305218736,11-01-2025 08:35,ATM Withdrawal,19249.09,
TXN4003744,924583611,03-10-2025 01:11,Freelance Payment,,18647.14
TXN4003745,957129235,09-07-2025 22:31,ATM Withdrawal,10142.29,
TXN4003746,259331851,22-06-2025 22:59,Cash Deposit,,33673.64
TXN4003747,544914915,08-06-2025 23:04,Zomato Order,1167.83,
TXN4003748,635153307,12-05-2025 10:17,Salary Deposit,,72492.56
TXN4003749,573064860,13-09-2025 08:30,Interest Credit,,224.51
TXN4003750,560058708,18-04-2025 22:33,Zomato Order,406.96,
TXN4003751,305218736,19-06-2025 21:59,Grocery Purchase,2859.18,
TXN4003752,192139634,25-01-2025 07:32,Utility Bill - Electricity,1489.58,
TXN4003753,573064860,15-04-2025 11:39,Cash Deposit,,23673.04
TXN4003754,560058708,06-06-2025 11:54,Insurance Premium,3018.72,
TXN4003755,192139634,15-10-2025 11:43,Utility Bill - Electricity,3349.74,
TXN4003756,259331851,15-05-2025 20:08,Fuel Expense,2496.60,
TXN4003757,573064860,14-02-2025 00:17,Mutual Fund SIP,6715.72,
TXN4003758,544914915,09-05-2025 17:50,Interest Credit,,170.34
TXN4003759,259331851,18-05-2025 04:19,Zomato Order,254.37,
TXN4003760,192139634,09-06-2025 13:07,Investment Dividend,,2617.72
TXN4003761,635153307,25-02-2025 15:40,Investment Dividend,,6539.82
TXN4003762,560058708,08-05-2025 05:07,Swiggy Instamart,936.96,
TXN4003763,259331851,10-10-2025 01:40,Investment Dividend,,11610.15
TXN4003764,578818953,10-02-2025 22:58,Refund - Online Purchase,,1940.72
TXN4003765,560058708,04-07-2025 14:21,Refund - Online Purchase,,938.64
TXN4003766,578818953,12-08-2025 19:00,Grocery Purchase,995.23,
TXN4003767,560058708,03-06-2025 12:35,Grocery Purchase,4745.85,
TXN4003768,578818953,23-07-2025 16:55,Mutual Fund SIP,12864.29,
TXN4003769,635153307,27-08-2025 06:52,Interest Credit,,393.76
TXN4003770,573064860,05-05-2025 03:56,Online Shopping - Flipkart,2522.54,
TXN4003771,544914915,16-07-2025 15:43,Salary Deposit,,53258.10
TXN4003772,578818953,26-04-2025 08:00,Cash Deposit,,16059.95
TXN4003773,635153307,16-03-2025 23:07,Subscription Renewal,466.40,
TXN4003774,578818953,30-07-2025 03:06,Interest Credit,,97.36
TXN4003775,560058708,18-01-2025 01:55,Salary Deposit,,53822.42
TXN4003776,192139634,03-06-2025 07:36,Freelance Payment,,24509.86
TXN4003777,578818953,31-10-2025 12:40,Zomato Order,592.88,
TXN4003778,560058708,24-04-2025 19:24,Grocery Purchase,2379.91,
TXN4003779,957129235,27-03-2025 09:22,ATM Withdrawal,5927.65,
TXN4003780,305218736,08-03-2025 00:28,Transfer to Friend,5926.34,
TXN4003781,635153307,10-06-2025 22:38,Restaurant Bill,3727.92,
TXN4003782,560058708,04-04-2025 11:01,Online Shopping - Amazon,1089.64,
TXN4003783,924583611,19-02-2025 13:25,UPI Payment,2280.88,
TXN4003784,957129235,25-10-2025 20:51,ATM Withdrawal,18650.74,
TXN4003785,957129235,11-01-2025 20:28,Investment Dividend,,8725.35
TXN4003786,573064860,09-02-2025 09:25,Subscription Renewal,675.88,
TXN4003787,924583611,16-03-2025 01:21,Swiggy Instamart,404.92,
TXN4003788,305218736,11-10-2025 14:48,Insurance Premium,9731.63,
TXN4003789,573064860,25-07-2025 01:54,Refund - Online Purchase,,616.91
TXN4003790,924583611,19-05-2025 03:57,Insurance Premium,6425.78,
TXN4003791,573064860,03-01-2025 02:51,Mutual Fund SIP,14234.13,
TXN4003792,192139634,10-02-2025 04:28,Refund - Online Purchase,,1514.09
TXN4003793,259331851,24-04-2025 06:28,Mutual Fund SIP,13819.21,
TXN4003794,305218736,06-06-2025 06:51,Mutual Fund SIP,14137.63,
TXN4003795,957129235,19-03-2025 04:27,Cash Deposit,,54614.43
TXN4003796,635153307,03-10-2025 16:26,Restaurant Bill,1043.51,
TXN4003797,544914915,20-02-2025 15:23,Refund - Online Purchase,,4326.56
TXN4003798,957129235,14-10-2025 09:47,Cash Deposit,,16148.10
TXN4003799,192139634,18-01-2025 17:59,Utility Bill - Electricity,1662.96,
TXN4003800,635153307,08-04-2025 13:49,UPI Payment,697.57,
TXN4003801,578818953,25-10-2025 13:46,Insurance Premium,11951.27,
TXN4003802,924583611,18-09-2025 17:26,Freelance Payment,,24738.52
TXN4003803,573064860,12-09-2025 18:22,Salary Deposit,,87549.03
TXN4003804,924583611,28-07-2025 00:24,Online Shopping - Amazon,2562.55,
TXN4003805,924583611,23-06-2025 13:40,Mutual Fund SIP,10533.27,
TXN4003806,573064860,08-07-2025 16:39,Swiggy Instamart,633.43,
TXN4003807,924583611,09-05-2025 13:06,Grocery Purchase,3320.03,
TXN4003808,560058708,14-02-2025 00:14,Salary Deposit,,91765.60
TXN4003809,560058708,24-01-2025 12:19,Freelance Payment,,17692.13
TXN4003810,544914915,28-09-2025 00:26,Online Shopping - Amazon,5455.81,
TXN4003811,560058708,06-09-2025 02:33,Salary Deposit,,77827.25
TXN4003812,635153307,08-07-2025 04:54,UPI Payment,955.11,
TXN4003813,957129235,20-09-2025 06:32,Utility Bill - Electricity,1635.87,
TXN4003814,305218736,13-04-2025 11:15,Cash Deposit,,58229.81
TXN4003815,573064860,19-06-2025 10:20,Utility Bill - Electricity,2485.00,
TXN4003816,573064860,11-04-2025 01:55,Swiggy Instamart,912.01,
TXN4003817,259331851,07-06-2025 02:10,Transfer to Friend,17061.10,
TXN4003818,635153307,20-06-2025 04:20,Refund - Online Purchase,,6143.51
TXN4003819,544914915,24-03-2025 23:49,Refund - Online Purchase,,4402.15
TXN4003820,305218736,07-04-2025 22:28,Subscription Renewal,1104.80,
TXN4003821,259331851,05-06-2025 14:31,Fuel Expense,547.65,
TXN4003822,957129235,27-05-2025 03:24,Swiggy Instamart,1210.13,
TXN4003823,305218736,05-03-2025 04:37,Refund - Online Purchase,,4230.15
TXN4003824,544914915,16-09-2025 00:29,Fuel Expense,625.88,
TXN4003825,957129235,08-06-2025 12:27,Insurance Premium,13024.87,
TXN4003826,957129235,03-04-2025 10:26,Utility Bill - Electricity,2881.72,
TXN4003827,305218736,24-09-2025 21:49,Zomato Order,1090.98,
TXN4003828,635153307,26-01-2025 11:37,Online Shopping - Flipkart,1139.45,
TXN4003829,305218736,09-03-2025 02:37,Fuel Expense,3785.54,
TXN4003830,635153307,03-02-2025 19:24,Swiggy Instamart,1080.86,
TXN4003831,573064860,11-07-2025 18:03,Interest Credit,,319.18
TXN4003832,192139634,25-06-2025 01:33,Swiggy Instamart,1715.24,
TXN4003833,924583611,25-10-2025 13:10,UPI Payment,1903.13,
TXN4003834,573064860,26-09-2025 14:22,Transfer to Friend,12449.15,
TXN4003835,305218736,05-06-2025 08:14,Transfer to Friend,22458.94,
TXN4003836,259331851,04-08-2025 03:40,Interest Credit,,164.63
TXN4003837,560058708,05-09-2025 15:57,Salary Deposit,,76564.50
TXN4003838,544914915,12-09-2025 20:11,Zomato Order,1447.06,
TXN4003839,544914915,30-03-2025 06:09,Subscription Renewal,866.61,
TXN4003840,544914915,30-03-2025 08:55,Restaurant Bill,3278.46,
TXN4003841,192139634,01-10-2025 22:09,Subscription Renewal,857.42,
TXN4003842,924583611,10-01-2025 17:08,Grocery Purchase,531.14,
TXN4003843,560058708,19-06-2025 00:36,Utility Bill - Electricity,3479.40,
TXN4003844,259331851,03-02-2025 18:21,Insurance Premium,8908.77,
TXN4003845,573064860,10-07-2025 07:22,Salary Deposit,,51806.51
TXN4003846,578818953,25-02-2025 10:23,Interest Credit,,387.06
TXN4003847,259331851,09-08-2025 01:01,Investment Dividend,,11432.09
TXN4003848,924583611,19-05-2025 02:56,Restaurant Bill,719.25,
TXN4003849,957129235,17-05-2025 20:56,Swiggy Instamart,1047.24,
TXN4003850,578818953,05-08-2025 02:38,Refund - Online Purchase,,4720.80
TXN4003851,957129235,24-10-2025 13:06,Fuel Expense,3230.73,
TXN4003852,544914915,15-09-2025 15:20,Grocery Purchase,4286.94,
TXN4003853,305218736,08-05-2025 05:51,Mutual Fund SIP,7380.20,
TXN4003854,578818953,07-09-2025 05:44,Fuel Expense,2606.79,
TXN4003855,957129235,09-08-2025 02:44,Investment Dividend,,1379.15
TXN4003856,560058708,23-05-2025 08:13,Swiggy Instamart,899.30,
TXN4003857,573064860,07-06-2025 02:32,Refund - Online Purchase,,1638.00
TXN4003858,259331851,19-01-2025 20:45,Insurance Premium,12512.28,
TXN4003859,573064860,23-05-2025 20:06,Fuel Expense,2415.83,
TXN4003860,544914915,04-08-2025 22:31,Interest Credit,,86.79
TXN4003861,544914915,19-03-2025 15:00,Insurance Premium,6204.66,
TXN4003862,259331851,18-08-2025 07:04,Freelance Payment,,7690.82
TXN4003863,957129235,06-01-2025 12:33,Zomato Order,487.96,
TXN4003864,578818953,07-06-2025 18:15,Online Shopping - Flipkart,3686.64,
TXN4003865,578818953,24-10-2025 06:09,UPI Payment,1207.94,
TXN4003866,635153307,09-01-2025 18:39,Subscription Renewal,556.04,
TXN4003867,305218736,01-10-2025 03:17,Zomato Order,405.49,
TXN4003868,259331851,04-02-2025 20:47,Investment Dividend,,8976.96
TXN4003869,305218736,28-02-2025 04:43,Refund - Online Purchase,,2636.56
TXN4003870,192139634,03-06-2025 19:54,ATM Withdrawal,15245.52,
TXN4003871,305218736,14-04-2025 20:13,Salary Deposit,,70819.93
TXN4003872,957129235,29-09-2025 04:06,ATM Withdrawal,9241.38,
TXN4003873,305218736,12-05-2025 21:50,Insurance Premium,2637.48,
TXN4003874,305218736,26-09-2025 05:30,Swiggy Instamart,453.89,
TXN4003875,578818953,01-05-2025 18:25,Zomato Order,491.31,
TXN4003876,924583611,14-08-2025 19:01,UPI Payment,506.10,
TXN4003877,560058708,25-01-2025 09:12,Investment Dividend,,8045.67
TXN4003878,924583611,22-06-2025 06:44,Fuel Expense,751.07,
TXN4003879,578818953,13-02-2025 19:48,Swiggy Instamart,722.81,
TXN4003880,259331851,24-01-2025 07:40,Cash Deposit,,28565.92
TXN4003881,544914915,14-03-2025 06:52,Swiggy Instamart,481.22,
TXN4003882,957129235,08-05-2025 08:58,Interest Credit,,349.88
TXN4003883,957129235,01-04-2025 01:17,Mutual Fund SIP,10948.41,
TXN4003884,924583611,22-06-2025 22:03,Mutual Fund SIP,1414.05,
TXN4003885,544914915,10-09-2025 21:06,Utility Bill - Electricity,1121.72,
TXN4003886,573064860,13-03-2025 04:03,Freelance Payment,,17908.12
TXN4003887,573064860,23-10-2025 08:33,Zomato Order,570.49,
TXN4003888,573064860,30-01-2025 14:17,Refund - Online Purchase,,2572.79
TXN4003889,544914915,26-07-2025 04:51,Swiggy Instamart,607.78,
TXN4003890,578818953,06-05-2025 19:24,Zomato Order,461.13,
TXN4003891,259331851,11-07-2025 14:56,Restaurant Bill,2812.16,
TXN4003892,957129235,04-09-2025 21:39,UPI Payment,2578.77,
TXN4003893,305218736,09-02-2025 23:16,Cash Deposit,,4747.15
TXN4003894,573064860,21-03-2025 04:18,Mutual Fund SIP,2687.31,
TXN4003895,957129235,01-04-2025 12:35,Transfer to Friend,15601.60,
TXN4003896,578818953,01-09-2025 06:16,Zomato Order,370.02,
TXN4003897,192139634,25-08-2025 12:54,Grocery Purchase,3868.52,
TXN4003898,544914915,07-05-2025 14:14,Mutual Fund SIP,6093.57,
TXN4003899,192139634,20-08-2025 00:53,Fuel Expense,1724.68,
TXN4003900,578818953,24-07-2025 05:04,Cash Deposit,,12614.91
TXN4003901,578818953,27-03-2025 05:16,Fuel Expense,1509.01,
TXN4003902,544914915,14-08-2025 10:27,Online Shopping - Amazon,1825.91,
TXN4003903,560058708,01-02-2025 20:02,Investment Dividend,,8796.31
TXN4003904,957129235,20-10-2025 19:16,Insurance Premium,10378.16,
TXN4003905,573064860,19-03-2025 01:49,Freelance Payment,,28305.85
TXN4003906,957129235,29-01-2025 21:18,Insurance Premium,8339.94,
TXN4003907,305218736,03-05-2025 20:13,Salary Deposit,,81780.17
TXN4003908,192139634,12-06-2025 11:48,Freelance Payment,,23410.97
TXN4003909,544914915,26-08-2025 04:22,Online Shopping - Flipkart,3558.28,
TXN4003910,573064860,30-03-2025 20:40,Interest Credit,,144.12
TXN4003911,192139634,11-07-2025 13:28,Refund - Online Purchase,,5278.26
TXN4003912,957129235,02-02-2025 16:36,Fuel Expense,3301.30,
TXN4003913,924583611,14-04-2025 00:17,Restaurant Bill,2766.87,
TXN4003914,957129235,08-03-2025 16:59,Investment Dividend,,2084.59
TXN4003915,578818953,02-06-2025 15:02,Online Shopping - Flipkart,3524.98,
TXN4003916,560058708,16-05-2025 18:50,Fuel Expense,1572.62,
TXN4003917,544914915,20-01-2025 21:52,Mutual Fund SIP,7290.79,
TXN4003918,924583611,07-06-2025 23:04,ATM Withdrawal,3492.41,
TXN4003919,192139634,24-01-2025 21:08,Online Shopping - Flipkart,3698.70,
TXN4003920,957129235,11-08-2025 04:47,Swiggy Instamart,648.39,
TXN4003921,544914915,01-03-2025 15:43,Utility Bill - Electricity,3006.23,
TXN4003922,635153307,10-09-2025 08:41,Swiggy Instamart,1415.12,
TXN4003923,560058708,01-08-2025 07:52,Restaurant Bill,3278.76,
TXN4003924,259331851,17-08-2025 01:34,Refund - Online Purchase,,1390.41
TXN4003925,957129235,23-05-2025 05:14,Mutual Fund SIP,5939.28,
TXN4003926,192139634,14-02-2025 11:22,Swiggy Instamart,1383.70,
TXN4003927,924583611,05-09-2025 09:23,Interest Credit,,484.03
TXN4003928,259331851,19-01-2025 11:18,Online Shopping - Amazon,4476.86,
TXN4003929,560058708,18-10-2025 15:35,Insurance Premium,12242.47,
TXN4003930,924583611,20-01-2025 15:13,Grocery Purchase,3720.32,
TXN4003931,560058708,11-06-2025 04:10,Fuel Expense,3284.53,
TXN4003932,924583611,06-01-2025 15:01,Zomato Order,1454.83,
TXN4003933,305218736,29-05-2025 03:02,Fuel Expense,3453.33,
TXN4003934,305218736,07-09-2025 11:26,Online Shopping - Flipkart,3441.22,
TXN4003935,259331851,08-03-2025 22:33,Utility Bill - Electricity,640.03,
TXN4003936,192139634,11-08-2025 20:38,Mutual Fund SIP,14163.76,
TXN4003937,578818953,07-04-2025 21:33,Investment Dividend,,4641.55
TXN4003938,578818953,13-02-2025 08:00,Interest Credit,,95.58
TXN4003939,635153307,07-10-2025 18:25,Cash Deposit,,25050.69
TXN4003940,544914915,15-08-2025 13:25,Grocery Purchase,3304.39,
TXN4003941,924583611,13-05-2025 09:37,Cash Deposit,,25330.23
TXN4003942,192139634,23-08-2025 01:44,Swiggy Instamart,1715.10,
TXN4003943,259331851,26-05-2025 03:20,Interest Credit,,494.67
TXN4003944,259331851,31-10-2025 16:08,Online Shopping - Amazon,1236.82,
TXN4003945,578818953,17-08-2025 16:43,Zomato Order,732.79,
TXN4003946,957129235,11-02-2025 00:59,Interest Credit,,269.48
TXN4003947,924583611,27-06-2025 06:10,Zomato Order,860.75,
TXN4003948,573064860,25-10-2025 01:35,Insurance Premium,3345.29,
TXN4003949,957129235,18-03-2025 22:35,Insurance Premium,13610.56,
TXN4003950,635153307,01-04-2025 04:57,Refund - Online Purchase,,3066.77
TXN4003951,544914915,24-08-2025 16:04,Cash Deposit,,22346.30
TXN4003952,635153307,06-08-2025 23:50,Refund - Online Purchase,,5393.98
TXN4003953,544914915,15-02-2025 19:35,Investment Dividend,,5594.98
TXN4003954,259331851,02-09-2025 21:51,Swiggy Instamart,1521.05,
TXN4003955,924583611,18-04-2025 14:04,Refund - Online Purchase,,1996.66
TXN4003956,305218736,23-06-2025 19:47,Utility Bill - Electricity,2179.17,
TXN4003957,924583611,13-01-2025 18:32,Restaurant Bill,3196.98,
TXN4003958,544914915,15-09-2025 03:27,Investment Dividend,,10291.08
TXN4003959,192139634,08-03-2025 14:33,Subscription Renewal,425.57,
TXN4003960,259331851,06-01-2025 03:29,Swiggy Instamart,461.34,
TXN4003961,578818953,02-07-2025 00:22,Refund - Online Purchase,,999.50
TXN4003962,635153307,30-04-2025 22:49,Grocery Purchase,929.26,
TXN4003963,560058708,12-05-2025 23:44,Restaurant Bill,3971.42,
TXN4003964,635153307,20-05-2025 07:31,ATM Withdrawal,13870.14,
TXN4003965,192139634,24-07-2025 08:24,Cash Deposit,,37969.66
TXN4003966,544914915,01-08-2025 14:24,Transfer to Friend,20439.24,
TXN4003967,635153307,11-05-2025 08:09,Freelance Payment,,27111.30
TXN4003968,560058708,02-10-2025 07:34,Online Shopping - Flipkart,1650.78,
TXN4003969,259331851,27-08-2025 10:03,Transfer to Friend,23339.07,
TXN4003970,635153307,26-06-2025 04:27,Subscription Renewal,931.99,
TXN4003971,192139634,30-10-2025 07:01,Freelance Payment,,8614.75
TXN4003972,259331851,11-09-2025 02:33,Refund - Online Purchase,,1713.00
TXN4003973,573064860,07-09-2025 06:02,Refund - Online Purchase,,1860.74
TXN4003974,544914915,14-04-2025 16:16,Restaurant Bill,921.37,
TXN4003975,957129235,11-08-2025 12:29,Investment Dividend,,10831.21
TXN4003976,573064860,20-10-2025 12:41,Refund - Online Purchase,,3505.08
TXN4003977,957129235,04-10-2025 09:20,Online Shopping - Amazon,2688.19,
TXN4003978,560058708,22-07-2025 16:30,Transfer to Friend,16101.95,
TXN4003979,635153307,29-09-2025 05:10,Swiggy Instamart,1159.61,
TXN4003980,305218736,08-03-2025 23:07,UPI Payment,1064.50,
TXN4003981,192139634,16-04-2025 15:50,Online Shopping - Flipkart,4011.07,
TXN4003982,635153307,27-08-2025 07:27,UPI Payment,1798.62,
TXN4003983,192139634,14-08-2025 02:45,Interest Credit,,151.56
TXN4003984,192139634,10-05-2025 07:16,UPI Payment,1534.18,
TXN4003985,635153307,23-02-2025 09:33,Freelance Payment,,20545.73
TXN4003986,573064860,17-10-2025 23:33,Insurance Premium,7962.30,
TXN4003987,560058708,12-09-2025 14:15,Transfer to Friend,13107.23,
TXN4003988,924583611,15-01-2025 19:51,Online Shopping - Flipkart,4578.47,
TXN4003989,578818953,19-10-2025 05:13,Investment Dividend,,5928.67
TXN4003990,544914915,29-10-2025 16:19,Freelance Payment,,10181.01
TXN4003991,544914915,05-03-2025 17:27,Online Shopping - Amazon,3353.20,
TXN4003992,635153307,30-04-2025 03:57,Fuel Expense,1321.86,
TXN4003993,544914915,13-03-2025 14:52,Cash Deposit,,32135.63
TXN4003994,560058708,15-05-2025 15:42,Utility Bill - Electricity,2187.56,
TXN4003995,924583611,23-10-2025 01:48,Salary Deposit,,60538.41
TXN4003996,635153307,02-04-2025 17:13,Swiggy Instamart,923.89,
TXN4003997,957129235,05-06-2025 01:32,Fuel Expense,953.33,
TXN4003998,192139634,30-07-2025 03:31,ATM Withdrawal,2523.80,
TXN4003999,578818953,04-08-2025 09:55,Swiggy Instamart,740.17,
TXN4004000,924583611,13-04-2025 20:40,Swiggy Instamart,1678.90,
TXN4004001,544914915,31-01-2025 01:07,Swiggy Instamart,1196.83,
TXN4004002,560058708,13-03-2025 04:02,Transfer to Friend,24464.91,
TXN4004003,192139634,27-08-2025 15:15,UPI Payment,2111.00,
TXN4004004,259331851,13-04-2025 13:10,Online Shopping - Amazon,4293.38,
TXN4004005,635153307,26-06-2025 11:38,ATM Withdrawal,8081.00,
TXN4004006,957129235,18-06-2025 03:15,Cash Deposit,,13474.98
TXN4004007,560058708,16-06-2025 07:44,ATM Withdrawal,4724.60,
TXN4004008,578818953,15-08-2025 20:14,Zomato Order,325.16,
TXN4004009,544914915,29-05-2025 19:04,Investment Dividend,,7843.61
TXN4004010,578818953,19-05-2025 06:47,Zomato Order,1135.07,
TXN4004011,573064860,06-04-2025 07:07,Mutual Fund SIP,4732.70,
TXN4004012,924583611,22-08-2025 13:24,Grocery Purchase,2815.06,
TXN4004013,259331851,20-01-2025 06:16,Utility Bill - Electricity,1757.75,
TXN4004014,259331851,06-09-2025 05:39,Transfer to Friend,20557.41,
TXN4004015,259331851,26-09-2025 01:30,UPI Payment,2100.56,
TXN4004016,573064860,24-05-2025 18:10,Grocery Purchase,3911.90,
TXN4004017,192139634,25-08-2025 09:15,Cash Deposit,,45122.84
TXN4004018,578818953,07-08-2025 04:26,Transfer to Friend,6736.04,
TXN4004019,924583611,25-07-2025 22:59,Subscription Renewal,1023.96,
TXN4004020,544914915,12-07-2025 22:52,Zomato Order,1164.68,
TXN4004021,560058708,24-05-2025 16:33,Subscription Renewal,1284.03,
TXN4004022,924583611,13-08-2025 19:37,ATM Withdrawal,16821.15,
TXN4004023,192139634,26-06-2025 07:53,Fuel Expense,2316.22,
TXN4004024,578818953,22-08-2025 00:52,Mutual Fund SIP,13161.57,
TXN4004025,560058708,10-04-2025 10:09,UPI Payment,242.98,
TXN4004026,192139634,22-03-2025 12:30,UPI Payment,2999.07,
TXN4004027,573064860,09-08-2025 16:56,Investment Dividend,,7426.94
TXN4004028,924583611,30-07-2025 23:00,Transfer to Friend,11306.49,
TXN4004029,305218736,07-06-2025 01:44,UPI Payment,1230.93,
TXN4004030,544914915,19-05-2025 21:28,Investment Dividend,,9757.40
TXN4004031,573064860,29-08-2025 12:42,Freelance Payment,,13344.24
TXN4004032,560058708,30-03-2025 12:00,Online Shopping - Flipkart,1540.26,
TXN4004033,544914915,31-10-2025 15:08,Grocery Purchase,3165.06,
TXN4004034,573064860,06-07-2025 17:48,Restaurant Bill,3709.58,
TXN4004035,578818953,25-09-2025 05:55,Interest Credit,,92.50
TXN4004036,544914915,25-02-2025 07:58,Transfer to Friend,10006.92,
TXN4004037,924583611,20-06-2025 20:55,Salary Deposit,,49179.12
TXN4004038,573064860,09-03-2025 13:35,Transfer to Friend,3012.01,
TXN4004039,560058708,17-03-2025 01:02,Insurance Premium,8588.66,
TXN4004040,635153307,09-09-2025 13:48,Restaurant Bill,570.14,
TXN4004041,578818953,26-01-2025 11:26,Zomato Order,984.60,
TXN4004042,578818953,09-04-2025 22:21,Online Shopping - Flipkart,2641.27,
TXN4004043,192139634,26-01-2025 19:55,Online Shopping - Flipkart,3311.03,
TXN4004044,578818953,07-05-2025 09:28,Grocery Purchase,4049.69,
TXN4004045,192139634,14-06-2025 12:14,Zomato Order,1429.10,
TXN4004046,305218736,08-05-2025 15:40,Cash Deposit,,42570.76
TXN4004047,544914915,21-06-2025 12:19,Salary Deposit,,96503.33
TXN4004048,573064860,22-07-2025 13:17,Salary Deposit,,67539.24
TXN4004049,259331851,21-04-2025 04:53,Insurance Premium,10183.60,
TXN4004050,544914915,16-04-2025 09:24,Interest Credit,,123.71
TXN4004051,560058708,29-09-2025 05:38,Transfer to Friend,9612.88,
TXN4004052,957129235,01-03-2025 20:43,Restaurant Bill,2758.85,
TXN4004053,544914915,18-01-2025 10:23,Zomato Order,891.45,
TXN4004054,578818953,02-04-2025 03:47,UPI Payment,1266.19,
TXN4004055,635153307,20-10-2025 15:35,Insurance Premium,7645.88,
TXN4004056,544914915,09-04-2025 02:46,Online Shopping - Flipkart,3354.38,
TXN4004057,305218736,16-05-2025 21:06,Investment Dividend,,11879.22
TXN4004058,259331851,22-04-2025 21:23,Fuel Expense,2153.83,
TXN4004059,192139634,24-05-2025 08:43,Investment Dividend,,2999.61
TXN4004060,560058708,02-05-2025 23:19,Interest Credit,,475.55
TXN4004061,560058708,20-10-2025 23:25,ATM Withdrawal,14670.82,
TXN4004062,560058708,03-06-2025 13:14,Refund - Online Purchase,,2762.69
TXN4004063,305218736,28-02-2025 21:16,Subscription Renewal,1493.54,
TXN4004064,924583611,29-03-2025 01:00,Interest Credit,,413.34
TXN4004065,578818953,10-03-2025 08:00,Salary Deposit,,40909.76
TXN4004066,578818953,15-01-2025 13:22,Interest Credit,,452.68
TXN4004067,635153307,14-01-2025 20:15,Subscription Renewal,688.33,
TXN4004068,635153307,16-01-2025 16:12,Freelance Payment,,26887.64
TXN4004069,560058708,15-07-2025 14:53,ATM Withdrawal,13349.62,
TXN4004070,578818953,15-05-2025 09:53,Refund - Online Purchase,,6771.64
TXN4004071,259331851,15-10-2025 05:14,Utility Bill - Electricity,2230.95,
TXN4004072,635153307,24-02-2025 16:37,Online Shopping - Flipkart,919.63,
TXN4004073,578818953,29-01-2025 15:19,Investment Dividend,,4441.78
TXN4004074,924583611,03-03-2025 17:05,Restaurant Bill,3745.40,
TXN4004075,560058708,09-05-2025 05:08,Online Shopping - Amazon,2543.13,
TXN4004076,573064860,15-09-2025 07:32,Interest Credit,,320.24
TXN4004077,635153307,06-01-2025 21:38,Swiggy Instamart,1523.69,
TXN4004078,259331851,01-07-2025 11:24,Grocery Purchase,1418.42,
TXN4004079,305218736,24-02-2025 17:24,Online Shopping - Amazon,4662.54,
TXN4004080,578818953,16-03-2025 03:27,Salary Deposit,,41743.98
TXN4004081,544914915,10-07-2025 08:40,Salary Deposit,,78993.22
TXN4004082,192139634,09-06-2025 10:32,Restaurant Bill,1468.90,
TXN4004083,924583611,11-06-2025 21:13,Refund - Online Purchase,,5779.23
